title,company,location,posted_time,description,link
Remote::::Azure Cloud Developer,REDLEO SOFTWARE INC.,"New York, NY",1 week ago,"Azure Cloud Developer REMOTE 6 month right to hire Must have active LinkedIn profiles when sending the resume, please send",https://www.dice.com/jobs/detail/Remote%3A%3A%3A%3AAzure-Cloud-Developer-REDLEO-SOFTWARE-INC.-New-York-NY-10001/91088682/6340696
SAP Business Objects Data Services...,Pioneer Consulting Services LLC,"New York, NY",1 week ago,"Reporting to the Associate Director, Data Integration & Analytics, the Sr. Application Systems Developer will be responsible for...",https://www.dice.com/jobs/detail/SAP-Business-Objects-Data-Services-%28BODS%29-consultants-Pioneer-Consulting-Services-LLC-New-York-NY-10001/10509003/6344097
C# Developer ( No Third Parties),JK Partners Inc,"New York, NY",7 days ago,"BREDS : Software Developer Required technical Skills - C# 4.0+, .NET 4.5+, SQL Server 2014 (Required), LINQ, WCF , Web",https://www.dice.com/jobs/detail/C%23-Developer-%28-No-Third-Parties%29-JK-Partners-Inc-New-York-NY-10011/10379290/464250
SAP BODS,Vbeyond Corporation,"New York City, NY",7 days ago,"Job Title : SAP BODS Consultant Job Location : New York City, NY Duration : Long Term Contract Minimum Qualifications",https://www.dice.com/jobs/detail/SAP-BODS-Vbeyond-Corporation-New-York-City-NY-10001/10209652/6339160
Software Engineer - Securities,"Russell, Tobin & Associates","New York, NY",7 days ago,"On a daily basis, we work with SMM Trading and Sales to improve our Electronic Trading platforms by defining and",https://www.dice.com/jobs/detail/Software-Engineer-%26%2345-Securities-Russell%2C-Tobin-%26-Associates-New-York-NY-10001/10427670/6278201
SharePoint Developer,InfoPeople Corp,"New York, NY",3 days ago,"InfoPeople Corporation is currently seeking a SharePoint Developer with our direct client in their NYC , NY location. This is",https://www.dice.com/jobs/detail/SharePoint-Developer-InfoPeople-Corp-New-York-NY-10001/10186340/6346857
IT Project Manager,"Compu-Vision Consulting, Inc.","New York, NY",3 days ago,"Job Title: Sr. IT Project Manager Location: New York, NY 10041 Duration: 6+ Months Interview Type: In-person for local /",https://www.dice.com/jobs/detail/IT-Project-Manager-Compu%26%2345Vision-Consulting%2C-Inc.-New-York-NY-10001/10468931/19%26%234501529
ETL /SAP BODS (Business Objects...,ITC Infotech,"New York, NY",21 hours ago,reeting from ITC Infotech!! Please find the Job details below and send the resumes to Yatish.golla@itcinfotech.com Title: SAP Business...,https://www.dice.com/jobs/detail/ETL-%26%2347SAP-BODS-%28Business-Objects-Data-Services%29-ITC-Infotech-New-York-NY-10001/10117916/6342763
Sr. Data/Business Analyst,Vertex Solutions Inc.,"New York, NY",17 hours ago,Urgent opening! Sr. Data Analyst needed for a 12-18 month project located in NYC We need a very strong data,https://www.dice.com/jobs/detail/Sr.-Data%26%2347Business-Analyst-Vertex-Solutions-Inc.-New-York-NY-10154/10310739/6233780
Mobile Sales Engineer (MSE),Software Guidance & Assistance,"New York, NY",10 hours ago,"Software Guidance & Assistance, Inc., (SGA), is searching for an Mobile Sales Engineer for a Contract assignment with one of",https://www.dice.com/jobs/detail/Mobile-Sales-Engineer-%28MSE%29-Software-Guidance-%26-Assistance-New-York-NY-10001/sgainc/19%26%234504178
Financial Analyst- Junior,"Genuent Global, LLC","New York, NY",moments ago,"Junior Financial Analyst - New York, NY Description/Comment: Conducts analysis of financial data; develops reports for modeling...",https://www.dice.com/jobs/detail/Financial-Analyst%26%2345-Junior-Genuent-Global%2C-LLC-New-York-NY-10023/10228513/19%26%234506693
Software Engineer,Robert Half Technology,"New York, NY",9 hours ago,Description There is a job opening for a Software Engineer looking to grow their career. Are you looking to join,https://www.dice.com/jobs/detail/Software-Engineer-Robert-Half-Technology-New-York-NY-10007/rhalfint/02910%26%23450011301263
Desktop Support Analyst,Robert Half Technology,"New York, NY",9 hours ago,Description Position Summary: This position requires an energized IT support detail oriented delivering high quality IT technical...,https://www.dice.com/jobs/detail/Desktop-Support-Analyst-Robert-Half-Technology-New-York-NY-10014/rhalfint/02720%26%23450011158459
Software Developer,"Stefanini, Inc.","New York, NY",moments ago,Stefanini is looking for a Software Developer in NY. Duties: The FICC Systematic Market Making (SMM) business consolidates and expands,https://www.dice.com/jobs/detail/Software-Developer-Stefanini%2C-Inc.-New-York-NY-10282/10106616/33244
Digital Marketing Executive,"KL Software Technologies, Inc.","New York, NY",moments ago,"KL Software Technologies (""KLST"") are looking for a ""Digital Marketing Associate"" inNew York, NYfor full-time...",https://www.dice.com/jobs/detail/Digital-Marketing-Executive-KL-Software-Technologies%2C-Inc.-New-York-NY-10001/RTX18d733/923202
Operational Due Diligence Assistant,Experis,"New York, NY",2 hours ago,"Operational Due Diligence Assistant Audit experience preferred, not required. Work closely with the Operational Due Diligence team and...",https://www.dice.com/jobs/detail/Operational-Due-Diligence-Assistant-Experis-New-York-NY-10008/COMSYSD/FOX_11460087%26%2345482
Bilingual Senior Desktop Support...,Align Communications,"New York, NY",5 days ago,"Job Description: Desktop Support . New York, New York Why Align For over three decades , many of the world's",https://www.dice.com/jobs/detail/Bilingual-Senior-Desktop-Support-Engineer-Align-Communications-New-York-NY-10001/906563BA/116543448
Senior Software Engineer - Backend,Experis,"New York, NY",2 hours ago,"Due to great initial traction, we are now looking for a full-time Software Engineer (Backend) to join our fast growing",https://www.dice.com/jobs/detail/Senior-Software-Engineer-%26%2345-Backend-Experis-New-York-NY-10008/COMSYSD/FOX_11454902%26%2345473
Workplace IT Physical Layer Design...,Align Communications,"New York, NY",5 days ago,"Job Description: IT Project Management . New York, New York Why Align For over three decades , many of the",https://www.dice.com/jobs/detail/Workplace-IT-Physical-Layer-Design-and-Build-%26%2345-Project-Manager-Align-Communications-New-York-NY-10001/906563BA/116543458
IT Infrastructure Solution Lead,Align Communications,"New York, NY",5 days ago,"Job Description: Data Center Migration & Consolidation . New York, New York "" Why Align For nearly three decades, many",https://www.dice.com/jobs/detail/IT-Infrastructure-Solution-Lead-Align-Communications-New-York-NY-10001/906563BA/116543444
Offensive Security Engineer,News Corp,"New York, NY",2 hours ago,"Job Description: As a global media and information services company, News Corp understands the importance of data security and...",https://www.dice.com/jobs/detail/Offensive-Security-Engineer-News-Corp-New-York-NY-10036/906563BA/116134777
Financial Services - DevOps...,PwC,"New York, NY",10 hours ago,"A career in our Digital and Applications Design practice, within Application and Emerging Technology services, will provide you with a",https://www.dice.com/jobs/detail/Financial-Services-%26%2345-DevOps-Consulting-%26%2345-Senior-Manager-PwC-New-York-NY-10017/10104943/902184
Cloud Engineer - Director...,PwC,"New York, NY",10 hours ago,"A career in our Cloud and Network Architecture practice, within Cloud Computing and Networking services, will provide you with the",https://www.dice.com/jobs/detail/Cloud-Engineer-%26%2345-Director-%28Financial-Services%29-PwC-New-York-NY-10016/10104943/902606
Financial Services - DevOps...,PwC,"New York, NY",10 hours ago,"A career in our Digital and Applications Design practice, within Application and Emerging Technology services, will provide you with a",https://www.dice.com/jobs/detail/Financial-Services-%26%2345-DevOps-Engineer-%26%2345-Experience-Associate-PwC-New-York-NY-10017/10104943/902182
Bioinformatics Engineer II /...,Memorial Sloan Kettering Cancer Center,"New York, NY",11 hours ago,"Company Overview At Memorial Sloan Kettering (MSK), we're not only changing the way we treat cancer, but also the way",https://www.dice.com/jobs/detail/Bioinformatics-Engineer-II-%26%2347-Computational-Research-Scientist-%28Genomics%29-Memorial-Sloan-Kettering-Cancer-Center-New-York-NY-10001/10118869/2019%26%234537072
PeopleSoft Application Developer...,City University of New York,"New York, NY",4 days ago,CAMPUS SPECIFIC INFORMATION The Office of Computing and Information Services (CIS) at the City University of New York (CUNY) support,https://www.dice.com/jobs/detail/PeopleSoft-Application-Developer-%28Multiple-Positions%29-City-University-of-New-York-New-York-NY-10001/10118393/21570
AWS DevOps Engineer - NY or NJ w/...,"NorthBay Solutions, LLC","New York, NY",1 week ago,"About Us Would you like to be part of a team focused on helping customers in a ""once in a",https://www.dice.com/jobs/detail/AWS-DevOps-Engineer-%26%2345-NY-or-NJ-w%26%2347-up-to-70%26%2337-travel-required-NorthBay-Solutions%2C-LLC-New-York-NY-10001/91094041/142
Applications Developer Team...,Paradigm Partners LLC,"New York, NY",1 week ago,"Stability, Technology and Fantastic Benefits including Free Tuition for you and your spouse. Summary NYC based prestigious University...",https://www.dice.com/jobs/detail/Applications-Developer-Team-Lead%26%2347Prestigious-University%26%2347Great-benefits-including-free-tuition-Paradigm-Partners-LLC-New-York-NY-10001/10221476/6008235
Site Reliability Engineer with...,"Archer I.T., LLC","New York, NY",5 days ago,A Top financial firm in NYC is looking for a Senior Site Reliability Engineer. Need to strong with hands-on Object,https://www.dice.com/jobs/detail/Site-Reliability-Engineer-with-Strong-OOD-%28Python%2C-GO%2C-Java-or-C%2B%2B%29-and-Strong-Unix-%26%2347-Linux%21-200%26%2345450k%21-Archer-I.T.%2C-LLC-New-York-NY-10001/10340096/6117651
Sr. Network Solutions Architect...,CyberCoders,"New York City, NY",2 days ago,"Minimum Required Skills: CCIE, Pre Sales, Cisco Data Center, Enterprise Networking, Cisco Security, SDN, SD-WAN Leading solutions...",https://www.dice.com/jobs/detail/Sr.-Network-Solutions-Architect-%28SDN%2C-SD%26%2345WAN%2C-DC%29-CyberCoders-New-York-City-NY-10001/cybercod/CK%26%23451548997112
Java Developer (Associate /...,BNY Mellon Corporation,"New York, NY",4 days ago,Our software engineers develop the next-generation technologies that impact how billions of people around the world participate in the...,https://www.dice.com/jobs/detail/Java-Developer-%28Associate-%26%2347-Intermediate-levels%29-BNY-Mellon-Corporation-New-York-NY-10001/91003102/6334141
"Software Engineer, Platform...",Gambit Technologies Inc,"New York, NY",12 hours ago,Summary: An elite tech-driven hedge funds headquartered in NYC is tackling problems through experimentation and analysis - their team...,https://www.dice.com/jobs/detail/Software-Engineer%2C-Platform-Reliability-%28%24200K%2B%29-Gambit-Technologies-Inc-New-York-NY-10001/10116662/AC915094115
Enterprise Architect with strong...,"CGI Group, Inc.","New York, NY",25 minutes ago,Meet our professionals CGI: A place to build an IT career Position Description: High Level Technical Skills 13+ years experience,https://www.dice.com/jobs/detail/Enterprise-Architect-with-strong-exp-in-IBM-BPM-%2C-SOA%2C-Micro-services%2C-BigData%2C-RPA-%2C-Dockers-%2C-Ope-CGI-Group%2C-Inc.-New-York-NY-10007/appblok/2185_J1219%26%23450264
Jira Architect,NodeLogix,"New York, NY",2 weeks ago,Jira Architect Location- East Coast Feel free to reach out on any of the numbers mentioned below: (O): (630) 423-7374,https://www.dice.com/jobs/detail/Jira-Architect-NodeLogix-New-York-NY-10001/90942064/6248733
Senior Data Lake...,Cardinal Integrated Technologies Inc,"New York, NY",19 hours ago,"Send your resume for immediate consideration with availability, contact and rate details to Title: Senior Data Lake...",https://www.dice.com/jobs/detail/Senior-Data-Lake-Engineer%26%2347Developer%26%2345Tech-Lead-Cardinal-Integrated-Technologies-Inc-New-York-NY-10001/10121181/6333419
Senior Data Lake Engineer with...,Cardinal Integrated Technologies Inc,"New York, NY",4 days ago,Title: Senior Data Lake Engineer with Java/Python Exp Duration: 6 months CTH Location: New York Job Description: Hands-on Tech lead,https://www.dice.com/jobs/detail/Senior-Data-Lake-Engineer-with-Java%26%2347Python-Exp-Cardinal-Integrated-Technologies-Inc-New-York-NY-10001/10121181/6224699
Bioinformatics Engineer II /...,Memorial Sloan Kettering Cancer Center,"New York, NY",11 hours ago,"Company Overview At Memorial Sloan Kettering (MSK), we're not only changing the way we treat cancer, but also the way",https://www.dice.com/jobs/detail/Bioinformatics-Engineer-II-%26%2347-Computational-Research-Scientist-%28Genomics%29-Memorial-Sloan-Kettering-Cancer-Center-New-York-NY-10001/10118869/2019%26%234537072
PeopleSoft Application Developer...,City University of New York,"New York, NY",4 days ago,CAMPUS SPECIFIC INFORMATION The Office of Computing and Information Services (CIS) at the City University of New York (CUNY) support,https://www.dice.com/jobs/detail/PeopleSoft-Application-Developer-%28Multiple-Positions%29-City-University-of-New-York-New-York-NY-10001/10118393/21570
AWS DevOps Engineer - NY or NJ w/...,"NorthBay Solutions, LLC","New York, NY",1 week ago,"About Us Would you like to be part of a team focused on helping customers in a ""once in a",https://www.dice.com/jobs/detail/AWS-DevOps-Engineer-%26%2345-NY-or-NJ-w%26%2347-up-to-70%26%2337-travel-required-NorthBay-Solutions%2C-LLC-New-York-NY-10001/91094041/142
Applications Developer Team...,Paradigm Partners LLC,"New York, NY",1 week ago,"Stability, Technology and Fantastic Benefits including Free Tuition for you and your spouse. Summary NYC based prestigious University...",https://www.dice.com/jobs/detail/Applications-Developer-Team-Lead%26%2347Prestigious-University%26%2347Great-benefits-including-free-tuition-Paradigm-Partners-LLC-New-York-NY-10001/10221476/6008235
Site Reliability Engineer with...,"Archer I.T., LLC","New York, NY",5 days ago,A Top financial firm in NYC is looking for a Senior Site Reliability Engineer. Need to strong with hands-on Object,https://www.dice.com/jobs/detail/Site-Reliability-Engineer-with-Strong-OOD-%28Python%2C-GO%2C-Java-or-C%2B%2B%29-and-Strong-Unix-%26%2347-Linux%21-200%26%2345450k%21-Archer-I.T.%2C-LLC-New-York-NY-10001/10340096/6117651
Sr. Network Solutions Architect...,CyberCoders,"New York City, NY",2 days ago,"Minimum Required Skills: CCIE, Pre Sales, Cisco Data Center, Enterprise Networking, Cisco Security, SDN, SD-WAN Leading solutions...",https://www.dice.com/jobs/detail/Sr.-Network-Solutions-Architect-%28SDN%2C-SD%26%2345WAN%2C-DC%29-CyberCoders-New-York-City-NY-10001/cybercod/CK%26%23451548997112
Java Developer (Associate /...,BNY Mellon Corporation,"New York, NY",4 days ago,Our software engineers develop the next-generation technologies that impact how billions of people around the world participate in the...,https://www.dice.com/jobs/detail/Java-Developer-%28Associate-%26%2347-Intermediate-levels%29-BNY-Mellon-Corporation-New-York-NY-10001/91003102/6334141
"Software Engineer, Platform...",Gambit Technologies Inc,"New York, NY",12 hours ago,Summary: An elite tech-driven hedge funds headquartered in NYC is tackling problems through experimentation and analysis - their team...,https://www.dice.com/jobs/detail/Software-Engineer%2C-Platform-Reliability-%28%24200K%2B%29-Gambit-Technologies-Inc-New-York-NY-10001/10116662/AC915094115
Enterprise Architect with strong...,"CGI Group, Inc.","New York, NY",25 minutes ago,Meet our professionals CGI: A place to build an IT career Position Description: High Level Technical Skills 13+ years experience,https://www.dice.com/jobs/detail/Enterprise-Architect-with-strong-exp-in-IBM-BPM-%2C-SOA%2C-Micro-services%2C-BigData%2C-RPA-%2C-Dockers-%2C-Ope-CGI-Group%2C-Inc.-New-York-NY-10007/appblok/2185_J1219%26%23450264
Jira Architect,NodeLogix,"New York, NY",2 weeks ago,Jira Architect Location- East Coast Feel free to reach out on any of the numbers mentioned below: (O): (630) 423-7374,https://www.dice.com/jobs/detail/Jira-Architect-NodeLogix-New-York-NY-10001/90942064/6248733
Senior Data Lake...,Cardinal Integrated Technologies Inc,"New York, NY",19 hours ago,"Send your resume for immediate consideration with availability, contact and rate details to Title: Senior Data Lake...",https://www.dice.com/jobs/detail/Senior-Data-Lake-Engineer%26%2347Developer%26%2345Tech-Lead-Cardinal-Integrated-Technologies-Inc-New-York-NY-10001/10121181/6333419
Senior Data Lake Engineer with...,Cardinal Integrated Technologies Inc,"New York, NY",4 days ago,Title: Senior Data Lake Engineer with Java/Python Exp Duration: 6 months CTH Location: New York Job Description: Hands-on Tech lead,https://www.dice.com/jobs/detail/Senior-Data-Lake-Engineer-with-Java%26%2347Python-Exp-Cardinal-Integrated-Technologies-Inc-New-York-NY-10001/10121181/6224699
Bioinformatics Engineer II /...,Memorial Sloan Kettering Cancer Center,"New York, NY",11 hours ago,"Company Overview At Memorial Sloan Kettering (MSK), we're not only changing the way we treat cancer, but also the way",https://www.dice.com/jobs/detail/Bioinformatics-Engineer-II-%26%2347-Computational-Research-Scientist-%28Genomics%29-Memorial-Sloan-Kettering-Cancer-Center-New-York-NY-10001/10118869/2019%26%234537072
PeopleSoft Application Developer...,City University of New York,"New York, NY",4 days ago,CAMPUS SPECIFIC INFORMATION The Office of Computing and Information Services (CIS) at the City University of New York (CUNY) support,https://www.dice.com/jobs/detail/PeopleSoft-Application-Developer-%28Multiple-Positions%29-City-University-of-New-York-New-York-NY-10001/10118393/21570
AWS DevOps Engineer - NY or NJ w/...,"NorthBay Solutions, LLC","New York, NY",1 week ago,"About Us Would you like to be part of a team focused on helping customers in a ""once in a",https://www.dice.com/jobs/detail/AWS-DevOps-Engineer-%26%2345-NY-or-NJ-w%26%2347-up-to-70%26%2337-travel-required-NorthBay-Solutions%2C-LLC-New-York-NY-10001/91094041/142
Applications Developer Team...,Paradigm Partners LLC,"New York, NY",1 week ago,"Stability, Technology and Fantastic Benefits including Free Tuition for you and your spouse. Summary NYC based prestigious University...",https://www.dice.com/jobs/detail/Applications-Developer-Team-Lead%26%2347Prestigious-University%26%2347Great-benefits-including-free-tuition-Paradigm-Partners-LLC-New-York-NY-10001/10221476/6008235
Site Reliability Engineer with...,"Archer I.T., LLC","New York, NY",5 days ago,A Top financial firm in NYC is looking for a Senior Site Reliability Engineer. Need to strong with hands-on Object,https://www.dice.com/jobs/detail/Site-Reliability-Engineer-with-Strong-OOD-%28Python%2C-GO%2C-Java-or-C%2B%2B%29-and-Strong-Unix-%26%2347-Linux%21-200%26%2345450k%21-Archer-I.T.%2C-LLC-New-York-NY-10001/10340096/6117651
Sr. Network Solutions Architect...,CyberCoders,"New York City, NY",2 days ago,"Minimum Required Skills: CCIE, Pre Sales, Cisco Data Center, Enterprise Networking, Cisco Security, SDN, SD-WAN Leading solutions...",https://www.dice.com/jobs/detail/Sr.-Network-Solutions-Architect-%28SDN%2C-SD%26%2345WAN%2C-DC%29-CyberCoders-New-York-City-NY-10001/cybercod/CK%26%23451548997112
Java Developer (Associate /...,BNY Mellon Corporation,"New York, NY",4 days ago,Our software engineers develop the next-generation technologies that impact how billions of people around the world participate in the...,https://www.dice.com/jobs/detail/Java-Developer-%28Associate-%26%2347-Intermediate-levels%29-BNY-Mellon-Corporation-New-York-NY-10001/91003102/6334141
"Software Engineer, Platform...",Gambit Technologies Inc,"New York, NY",12 hours ago,Summary: An elite tech-driven hedge funds headquartered in NYC is tackling problems through experimentation and analysis - their team...,https://www.dice.com/jobs/detail/Software-Engineer%2C-Platform-Reliability-%28%24200K%2B%29-Gambit-Technologies-Inc-New-York-NY-10001/10116662/AC915094115
Enterprise Architect with strong...,"CGI Group, Inc.","New York, NY",25 minutes ago,Meet our professionals CGI: A place to build an IT career Position Description: High Level Technical Skills 13+ years experience,https://www.dice.com/jobs/detail/Enterprise-Architect-with-strong-exp-in-IBM-BPM-%2C-SOA%2C-Micro-services%2C-BigData%2C-RPA-%2C-Dockers-%2C-Ope-CGI-Group%2C-Inc.-New-York-NY-10007/appblok/2185_J1219%26%23450264
Jira Architect,NodeLogix,"New York, NY",2 weeks ago,Jira Architect Location- East Coast Feel free to reach out on any of the numbers mentioned below: (O): (630) 423-7374,https://www.dice.com/jobs/detail/Jira-Architect-NodeLogix-New-York-NY-10001/90942064/6248733
Senior Data Lake...,Cardinal Integrated Technologies Inc,"New York, NY",19 hours ago,"Send your resume for immediate consideration with availability, contact and rate details to Title: Senior Data Lake...",https://www.dice.com/jobs/detail/Senior-Data-Lake-Engineer%26%2347Developer%26%2345Tech-Lead-Cardinal-Integrated-Technologies-Inc-New-York-NY-10001/10121181/6333419
Senior Data Lake Engineer with...,Cardinal Integrated Technologies Inc,"New York, NY",4 days ago,Title: Senior Data Lake Engineer with Java/Python Exp Duration: 6 months CTH Location: New York Job Description: Hands-on Tech lead,https://www.dice.com/jobs/detail/Senior-Data-Lake-Engineer-with-Java%26%2347Python-Exp-Cardinal-Integrated-Technologies-Inc-New-York-NY-10001/10121181/6224699
Bioinformatics Engineer II /...,Memorial Sloan Kettering Cancer Center,"New York, NY",11 hours ago,"Company Overview At Memorial Sloan Kettering (MSK), we're not only changing the way we treat cancer, but also the way",https://www.dice.com/jobs/detail/Bioinformatics-Engineer-II-%26%2347-Computational-Research-Scientist-%28Genomics%29-Memorial-Sloan-Kettering-Cancer-Center-New-York-NY-10001/10118869/2019%26%234537072
PeopleSoft Application Developer...,City University of New York,"New York, NY",4 days ago,CAMPUS SPECIFIC INFORMATION The Office of Computing and Information Services (CIS) at the City University of New York (CUNY) support,https://www.dice.com/jobs/detail/PeopleSoft-Application-Developer-%28Multiple-Positions%29-City-University-of-New-York-New-York-NY-10001/10118393/21570
AWS DevOps Engineer - NY or NJ w/...,"NorthBay Solutions, LLC","New York, NY",1 week ago,"About Us Would you like to be part of a team focused on helping customers in a ""once in a",https://www.dice.com/jobs/detail/AWS-DevOps-Engineer-%26%2345-NY-or-NJ-w%26%2347-up-to-70%26%2337-travel-required-NorthBay-Solutions%2C-LLC-New-York-NY-10001/91094041/142
Applications Developer Team...,Paradigm Partners LLC,"New York, NY",1 week ago,"Stability, Technology and Fantastic Benefits including Free Tuition for you and your spouse. Summary NYC based prestigious University...",https://www.dice.com/jobs/detail/Applications-Developer-Team-Lead%26%2347Prestigious-University%26%2347Great-benefits-including-free-tuition-Paradigm-Partners-LLC-New-York-NY-10001/10221476/6008235
Site Reliability Engineer with...,"Archer I.T., LLC","New York, NY",5 days ago,A Top financial firm in NYC is looking for a Senior Site Reliability Engineer. Need to strong with hands-on Object,https://www.dice.com/jobs/detail/Site-Reliability-Engineer-with-Strong-OOD-%28Python%2C-GO%2C-Java-or-C%2B%2B%29-and-Strong-Unix-%26%2347-Linux%21-200%26%2345450k%21-Archer-I.T.%2C-LLC-New-York-NY-10001/10340096/6117651
Sr. Network Solutions Architect...,CyberCoders,"New York City, NY",2 days ago,"Minimum Required Skills: CCIE, Pre Sales, Cisco Data Center, Enterprise Networking, Cisco Security, SDN, SD-WAN Leading solutions...",https://www.dice.com/jobs/detail/Sr.-Network-Solutions-Architect-%28SDN%2C-SD%26%2345WAN%2C-DC%29-CyberCoders-New-York-City-NY-10001/cybercod/CK%26%23451548997112
Java Developer (Associate /...,BNY Mellon Corporation,"New York, NY",4 days ago,Our software engineers develop the next-generation technologies that impact how billions of people around the world participate in the...,https://www.dice.com/jobs/detail/Java-Developer-%28Associate-%26%2347-Intermediate-levels%29-BNY-Mellon-Corporation-New-York-NY-10001/91003102/6334141
"Software Engineer, Platform...",Gambit Technologies Inc,"New York, NY",12 hours ago,Summary: An elite tech-driven hedge funds headquartered in NYC is tackling problems through experimentation and analysis - their team...,https://www.dice.com/jobs/detail/Software-Engineer%2C-Platform-Reliability-%28%24200K%2B%29-Gambit-Technologies-Inc-New-York-NY-10001/10116662/AC915094115
Enterprise Architect with strong...,"CGI Group, Inc.","New York, NY",25 minutes ago,Meet our professionals CGI: A place to build an IT career Position Description: High Level Technical Skills 13+ years experience,https://www.dice.com/jobs/detail/Enterprise-Architect-with-strong-exp-in-IBM-BPM-%2C-SOA%2C-Micro-services%2C-BigData%2C-RPA-%2C-Dockers-%2C-Ope-CGI-Group%2C-Inc.-New-York-NY-10007/appblok/2185_J1219%26%23450264
Jira Architect,NodeLogix,"New York, NY",2 weeks ago,Jira Architect Location- East Coast Feel free to reach out on any of the numbers mentioned below: (O): (630) 423-7374,https://www.dice.com/jobs/detail/Jira-Architect-NodeLogix-New-York-NY-10001/90942064/6248733
Senior Data Lake...,Cardinal Integrated Technologies Inc,"New York, NY",19 hours ago,"Send your resume for immediate consideration with availability, contact and rate details to Title: Senior Data Lake...",https://www.dice.com/jobs/detail/Senior-Data-Lake-Engineer%26%2347Developer%26%2345Tech-Lead-Cardinal-Integrated-Technologies-Inc-New-York-NY-10001/10121181/6333419
Senior Data Lake Engineer with...,Cardinal Integrated Technologies Inc,"New York, NY",4 days ago,Title: Senior Data Lake Engineer with Java/Python Exp Duration: 6 months CTH Location: New York Job Description: Hands-on Tech lead,https://www.dice.com/jobs/detail/Senior-Data-Lake-Engineer-with-Java%26%2347Python-Exp-Cardinal-Integrated-Technologies-Inc-New-York-NY-10001/10121181/6224699
Bioinformatics Engineer II /...,Memorial Sloan Kettering Cancer Center,"New York, NY",11 hours ago,"Company Overview At Memorial Sloan Kettering (MSK), we're not only changing the way we treat cancer, but also the way",https://www.dice.com/jobs/detail/Bioinformatics-Engineer-II-%26%2347-Computational-Research-Scientist-%28Genomics%29-Memorial-Sloan-Kettering-Cancer-Center-New-York-NY-10001/10118869/2019%26%234537072
PeopleSoft Application Developer...,City University of New York,"New York, NY",4 days ago,CAMPUS SPECIFIC INFORMATION The Office of Computing and Information Services (CIS) at the City University of New York (CUNY) support,https://www.dice.com/jobs/detail/PeopleSoft-Application-Developer-%28Multiple-Positions%29-City-University-of-New-York-New-York-NY-10001/10118393/21570
AWS DevOps Engineer - NY or NJ w/...,"NorthBay Solutions, LLC","New York, NY",1 week ago,"About Us Would you like to be part of a team focused on helping customers in a ""once in a",https://www.dice.com/jobs/detail/AWS-DevOps-Engineer-%26%2345-NY-or-NJ-w%26%2347-up-to-70%26%2337-travel-required-NorthBay-Solutions%2C-LLC-New-York-NY-10001/91094041/142
Applications Developer Team...,Paradigm Partners LLC,"New York, NY",1 week ago,"Stability, Technology and Fantastic Benefits including Free Tuition for you and your spouse. Summary NYC based prestigious University...",https://www.dice.com/jobs/detail/Applications-Developer-Team-Lead%26%2347Prestigious-University%26%2347Great-benefits-including-free-tuition-Paradigm-Partners-LLC-New-York-NY-10001/10221476/6008235
Site Reliability Engineer with...,"Archer I.T., LLC","New York, NY",5 days ago,A Top financial firm in NYC is looking for a Senior Site Reliability Engineer. Need to strong with hands-on Object,https://www.dice.com/jobs/detail/Site-Reliability-Engineer-with-Strong-OOD-%28Python%2C-GO%2C-Java-or-C%2B%2B%29-and-Strong-Unix-%26%2347-Linux%21-200%26%2345450k%21-Archer-I.T.%2C-LLC-New-York-NY-10001/10340096/6117651
Sr. Network Solutions Architect...,CyberCoders,"New York City, NY",2 days ago,"Minimum Required Skills: CCIE, Pre Sales, Cisco Data Center, Enterprise Networking, Cisco Security, SDN, SD-WAN Leading solutions...",https://www.dice.com/jobs/detail/Sr.-Network-Solutions-Architect-%28SDN%2C-SD%26%2345WAN%2C-DC%29-CyberCoders-New-York-City-NY-10001/cybercod/CK%26%23451548997112
Java Developer (Associate /...,BNY Mellon Corporation,"New York, NY",4 days ago,Our software engineers develop the next-generation technologies that impact how billions of people around the world participate in the...,https://www.dice.com/jobs/detail/Java-Developer-%28Associate-%26%2347-Intermediate-levels%29-BNY-Mellon-Corporation-New-York-NY-10001/91003102/6334141
"Software Engineer, Platform...",Gambit Technologies Inc,"New York, NY",12 hours ago,Summary: An elite tech-driven hedge funds headquartered in NYC is tackling problems through experimentation and analysis - their team...,https://www.dice.com/jobs/detail/Software-Engineer%2C-Platform-Reliability-%28%24200K%2B%29-Gambit-Technologies-Inc-New-York-NY-10001/10116662/AC915094115
Enterprise Architect with strong...,"CGI Group, Inc.","New York, NY",25 minutes ago,Meet our professionals CGI: A place to build an IT career Position Description: High Level Technical Skills 13+ years experience,https://www.dice.com/jobs/detail/Enterprise-Architect-with-strong-exp-in-IBM-BPM-%2C-SOA%2C-Micro-services%2C-BigData%2C-RPA-%2C-Dockers-%2C-Ope-CGI-Group%2C-Inc.-New-York-NY-10007/appblok/2185_J1219%26%23450264
Jira Architect,NodeLogix,"New York, NY",2 weeks ago,Jira Architect Location- East Coast Feel free to reach out on any of the numbers mentioned below: (O): (630) 423-7374,https://www.dice.com/jobs/detail/Jira-Architect-NodeLogix-New-York-NY-10001/90942064/6248733
Senior Data Lake...,Cardinal Integrated Technologies Inc,"New York, NY",19 hours ago,"Send your resume for immediate consideration with availability, contact and rate details to Title: Senior Data Lake...",https://www.dice.com/jobs/detail/Senior-Data-Lake-Engineer%26%2347Developer%26%2345Tech-Lead-Cardinal-Integrated-Technologies-Inc-New-York-NY-10001/10121181/6333419
