title,company,location,posted_time,description,link
Data Ops Support,Infostretch Corporation,"New York, NY",3 weeks ago,"Infostretch is a digital-first professional services firm. By combining in-depth experience with ready-made tools, frameworks,...",https://www.dice.com/jobs/detail/Data-Ops-Support-Infostretch-Corporation-New-York-NY-10001/10228528/data_ops
Big Data Architect,To The New,"Summit, NJ",1 month ago,"Title: Senior Big Data Developer/Architect Location: Charlotte, NC, and Summit, NJ Duration: Long Term Contract/Full time...",https://www.dice.com/jobs/detail/Big-Data-Architect-To-The-New-Summit-NJ-07901/90960166/TTN%26%23453
Data Architect with Strong Data...,STS Worldwide Inc.,"Florham Park, NJ",3 weeks ago,"Position: Data Architect with ( Strong "" Modelling, Data Warehouse Important Skills They need Strong person in Data Modelling,...",https://www.dice.com/jobs/detail/Data-Architect-with-Strong-Data-Modelling%2C-Data-Warehouse-STS-Worldwide-Inc.-Florham-Park-NJ-07932/10243843/STS%26%23451063_DataA
Data Curation and Data Standards...,NYU Langone Health,"New York, NY",4 days ago,"NYU School of Medicine is one of the nation's top-ranked medical schools. For 175 years, NYU School of Medicine has",https://www.dice.com/jobs/detail/Data-Curation-and-Data-Standards-Programmer-NYU-Langone-Health-New-York-NY-10016/appblok/1434_1064190_RR00037137
Clinical Data Management and...,NYU Langone Health,"New York, NY",11 hours ago,"NYU School of Medicine is one of the nation's top-ranked medical schools. For 175 years, NYU School of Medicine has",https://www.dice.com/jobs/detail/Clinical-Data-Management-and-Reports-Programmer-NYU-Langone-Health-New-York-NY-10016/appblok/1434_1064191_RR00037134
Market Data Java Engineer,Affinity North,"New York, NY",1 week ago,Leading asset management firm (one of the largest in the world). Description: The main functions of a market data developer,https://www.dice.com/jobs/detail/Market-Data-Java-Engineer-Affinity-North-New-York-NY-92660/10460281/Market%26%2332Data%26%2332Java%26%2332Developer
"Senior Data Engineer -- ETL, SSIS,...",Quintessence Computer Corp,"Edison, NJ",1 week ago,"Senior Data Engineer -- ETL, SSIS, Data Lakes, AWS MINIMUM 4 YEARS OF EXPERIENCE IN ETL / Data Ingestion, SSIS",https://www.dice.com/jobs/detail/Senior-Data-Engineer-%26%2345%26%2345-ETL%2C-SSIS%2C-Data-Lakes%2C-AWS-Quintessence-Computer-Corp-Edison-NJ-01701/quintny/DATAENGR505
Senior Data Architect,Samiti Technology Inc.,"Jersey City, NJ",1 month ago,Samiti s direct financial Client is looking to hire a Senior Data Architect for a Full Time/Permanent Opportunity. Job Title:,https://www.dice.com/jobs/detail/Senior-Data-Architect-Samiti-Technology-Inc.-Jersey-City-NJ-10001/RTL58643/6120673
Senior/Staff Data Engineer -...,CyberCoders,"New York, NY",2 days ago,"Minimum Required Skills: Database Architecture, Data Infrastructure, Analytics Optimization, SQL, Python, ETL, AWS, Linux, Docker Do...",https://www.dice.com/jobs/detail/Senior%26%2347Staff-Data-Engineer-%26%2345-HealthTech-Data-Applications-CyberCoders-New-York-NY-10001/cybercod/IE1%26%23451563329101
Data Architect,Computer Data Concepts,"Edison, NJ",3 days ago,"Domain requirement:- Life science& Healthcare(Pharma)/Telcom/BFS Job Title: Data Architect (Azure) Location: Edison, NJ Duration:...",https://www.dice.com/jobs/detail/Data-Architect-Computer-Data-Concepts-Edison-NJ-08817/91086327/DCA7777
Data Architect with Azure,Premium Information Technology,"Edison, NJ",4 days ago,"Hello Greeting form Premium Information Technology Inc, Position Type:- Data Architect Location:-Edison NJ Position Type:-Full time...",https://www.dice.com/jobs/detail/Data-Architect-with-Azure-Premium-Information-Technology-Edison-NJ-08817/prepa001/JPC202%26%2345202
Business/Data Analyst,"Sri Infotech, Inc","New York, NY",2 weeks ago,"Sri Infotech, has a client is seeking for Business/Data analyst for maintaining the firm's core trading platforms. Job Title :",https://www.dice.com/jobs/detail/Business%26%2347Data-Analyst-Sri-Infotech%2C-Inc-New-York-NY-10001/91111767/6334235
Data Engineer,Fahrenheit IT,"New York, NY",11 hours ago,"Id: 175877 Location: New York, NY Job Type: Direct Hire Job Description Client is seeking a Senior Engineer to join",https://www.dice.com/jobs/detail/Data-Engineer-Fahrenheit-IT-New-York-NY-10001/10111360/175877
Market Data Business/Product...,"M-Logic, Inc.","New York, NY",1 week ago,As a Business / Product Analyst you will join the Market Data team to support the business execution for the,https://www.dice.com/jobs/detail/Market-Data-Business%26%2347Product-Analyst-M%26%2345Logic%2C-Inc.-New-York-NY-10001/MLOGIC/6341438
Senior Data Engineer,CyberCoders,"New York, NY",2 days ago,"Minimum Required Skills: Python, Postgres/Redshift, AWS, SQL, Hadoop, Algorithms, Machine Learning, Data Mining Senior or Lead Data...",https://www.dice.com/jobs/detail/Senior-Data-Engineer-CyberCoders-New-York-NY-10001/cybercod/RS2%26%23451560991103
Azure Data Platform Developer,Tech Mahindra (Americas) Inc.,"Warren, NJ",3 weeks ago,Year of Exp. & Pre-Requisites o Minimum 6 years of overall IT experience o Working knowledge of Data Warehousing concepts,https://www.dice.com/jobs/detail/Azure-Data-Platform-Developer-Tech-Mahindra-%28Americas%29-Inc.-Warren-NJ-07059/10117699/6187348
Senior Principal Data Engineer,BNY Mellon Corporation,"New York, NY",4 days ago,"Clearing, Markets & Issuer Services Technology (CMIST) is responsible for application development and support for more than 350...",https://www.dice.com/jobs/detail/Senior-Principal-Data-Engineer-BNY-Mellon-Corporation-New-York-NY-10001/91003102/6327456
Sr. Data Engineer,CyberCoders,"New York City, NY",20 hours ago,"Minimum Required Skills: Scala, SPARK, Airflow, Data, Machine Learning If you are a Sr. Data Engineer with Scala and Spark",https://www.dice.com/jobs/detail/Sr.-Data-Engineer-CyberCoders-New-York-City-NY-10001/cybercod/JS25%26%23451550914111
Sr. Data Engineer,Sonus Software Solutions Inc.,"New Hyde Park, NY",3 weeks ago,"Job Title : Sr. Data Engineer Location : New Hyde Park, NY, USA Duration : 6+ months Required Skills: Working",https://www.dice.com/jobs/detail/Sr.-Data-Engineer-Sonus-Software-Solutions-Inc.-New-Hyde-Park-NY-11040/91095425/A10292019
Data Center Engineering &...,Next Step Systems,"New York, NY",22 hours ago,Data Center Engineering & Operations Manager The Data Center Engineering and Operations Manager will lead a team of data center,https://www.dice.com/jobs/detail/Data-Center-Engineering-%26-Operations-Manager-%26%2345-M-Next-Step-Systems-New-York-NY-10001/NEXIL001/6337466
Data Center Engineering &...,Next Step Systems,"New York, NY",22 hours ago,Data Center Engineering & Operations Manager The Data Center Engineering and Operations Manager will lead a team of data center,https://www.dice.com/jobs/detail/Data-Center-Engineering-%26-Operations-Manager-%26%2345-G-Next-Step-Systems-New-York-NY-10001/NEXIL001/6330064
Senior Data Warehouse Architect,"Axis Group, LLC","Berkeley Heights, NJ",2 months ago,"Senior Data Warehouse Architect: Axis Group is a Business Intelligence consulting firm headquartered in Berkeley Heights, NJ with a...",https://www.dice.com/jobs/detail/Senior-Data-Warehouse-Architect-Axis-Group%2C-LLC-Berkeley-Heights-NJ-07922/NM14293/17%26%234500012
Big Data Engineer,Veritas Partners,"Red Bank, NJ",3 weeks ago,Responsibilities Selecting and integrating any Big Data tools and frameworks required to provide requested capabilities Implementing...,https://www.dice.com/jobs/detail/Big-Data-Engineer-Veritas-Partners-Red-Bank-NJ-07701/91092999/6341118
"Manager, Data Analytics",The Denzel Group,"Matawan, NJ",4 days ago,"The Denzel Group has been chosen by a growing company the Matawan, NJ area to recruit on a BI Manager",https://www.dice.com/jobs/detail/Manager%2C-Data-Analytics-The-Denzel-Group-Matawan-NJ-07747/10207044/6330148
Data Warehouse Architect,Uniqsoft,"Woodcliff Lake, NJ",1 week ago,"Needs 10+ years of overall experience in Technology Solutions and Analytics industry, with hands-on technical expertise in Microsoft...",https://www.dice.com/jobs/detail/Data-Warehouse-Architect-Uniqsoft-Woodcliff-Lake-NJ-07677/10412228/6332717
Core Java/Data Structures- Hedge...,Cypress Group,"New York, NY",7 days ago,Our client is actively seeking a 2 to 5 year core Java engineer to build out a system utilized by,https://www.dice.com/jobs/detail/Core-Java%26%2347Data-Structures%26%2345-Hedge-Fund-Midtown-Cypress-Group-New-York-NY-10018/10121728/875814
Enterprise Data Quality & Controls...,MUFG,"Jersey City, NJ",4 days ago,"Do you want your voice heard and your actions to count? Discover your opportunity with Mitsubishi UFJ Financial Group (MUFG),",https://www.dice.com/jobs/detail/Enterprise-Data-Quality-%26-Controls-Engineer%2C-Assistant-Vice-President-MUFG-Jersey-City-NJ-07097/rippblok/10031627%26%2345WD
Hadoop/Big Data/ETL Developer-PD,Access Staffing,"Newark, NJ",1 week ago,"Our direct client is seeking a Big Data ETL Developer for a full time career opportunity. Required skills include, Bachelor's",https://www.dice.com/jobs/detail/Hadoop%26%2347Big-Data%26%2347ETL-Developer%26%2345PD-Access-Staffing-Newark-NJ-07101/accperny/6342124
